Trial Pos Threads Depth One Two Draws Games
1776487147 james50.epd 1 10 14 14 72 100
1776487147 james50.epd 2 10 7 29 64 100
1776487147 james50.epd 4 10 5 42 53 100
1776487147 james50.epd 8 10 2 61 37 100
1776487147 james50.epd 16 10 0 57 43 100
1776487268 james50.epd 1 15 12 12 76 100
1776487268 james50.epd 2 15 8 16 76 100
1776487268 james50.epd 4 15 6 24 70 100
1776487268 james50.epd 8 15 4 25 71 100
1776487268 james50.epd 16 15 5 27 68 100
